0, 166487.36159655, 1.63561275, 0.00651970, 0.00722509, 0.00037239, 0.00398005, 
1, 78131.23969513, 0.94981160, 0.00596839, 0.00846392, 0.00016721, 0.00125031, 
2, 55193.49679597, 0.10770553, 0.00413026, 0.00274981, 0.00008908, 0.00607399, 
3, 55193.49679597, 0.10770553, 0.00413026, 0.00274981, 0.00008908, 0.00607399, 
4, 54830.13772313, 0.43716177, 0.00847269, 0.00932313, 0.00009596, 0.00481371, 
5, 54830.13772313, 0.43716177, 0.00847269, 0.00932313, 0.00009596, 0.00481371, 
6, 54830.13772313, 0.43716177, 0.00847269, 0.00932313, 0.00009596, 0.00481371, 
7, 54629.19638828, 0.11250315, 0.00420382, 0.00948646, 0.00037147, 0.00136314, 
8, 54624.80124249, 0.10770553, 0.00490049, 0.00969636, 0.00008908, 0.00607399, 
9, 53334.08607978, 0.24283215, 0.00810841, 0.00797756, 0.00015582, 0.00345691, 
10, 52582.31076886, 0.33065346, 0.00729880, 0.00402735, 0.00006386, 0.00465483, 
11, 52582.31076886, 0.33065346, 0.00729880, 0.00402735, 0.00006386, 0.00465483, 
12, 52582.31076886, 0.33065346, 0.00729880, 0.00402735, 0.00006386, 0.00465483, 
13, 52582.31076886, 0.33065346, 0.00729880, 0.00402735, 0.00006386, 0.00465483, 
14, 52439.43690446, 0.12789573, 0.00459542, 0.00811980, 0.00012147, 0.00588613, 
15, 52439.43690446, 0.12789573, 0.00459542, 0.00811980, 0.00012147, 0.00588613, 
16, 52439.43690446, 0.12789573, 0.00459542, 0.00811980, 0.00012147, 0.00588613, 
17, 52093.43463460, 0.10302738, 0.00641169, 0.00964132, 0.00012918, 0.00564933, 
18, 51496.77765850, 0.18324766, 0.00679861, 0.00775071, 0.00011204, 0.00460024, 
19, 50727.52558981, 0.11574943, 0.00979372, 0.00880901, 0.00016749, 0.00307966, 
20, 50727.52558981, 0.11574943, 0.00979372, 0.00880901, 0.00016749, 0.00307966, 
21, 50727.52558981, 0.11574943, 0.00979372, 0.00880901, 0.00016749, 0.00307966, 
22, 50727.52558981, 0.11574943, 0.00979372, 0.00880901, 0.00016749, 0.00307966, 
23, 50727.52558981, 0.11574943, 0.00979372, 0.00880901, 0.00016749, 0.00307966, 
24, 50727.52558981, 0.11574943, 0.00979372, 0.00880901, 0.00016749, 0.00307966, 
25, 50727.52558981, 0.11574943, 0.00979372, 0.00880901, 0.00016749, 0.00307966, 
26, 50727.52558981, 0.11574943, 0.00979372, 0.00880901, 0.00016749, 0.00307966, 
27, 50727.52558981, 0.11574943, 0.00979372, 0.00880901, 0.00016749, 0.00307966, 
28, 50727.52558981, 0.11574943, 0.00979372, 0.00880901, 0.00016749, 0.00307966, 
29, 50727.52558981, 0.11574943, 0.00979372, 0.00880901, 0.00016749, 0.00307966, 
